curriculum_vocab_id,curriculum_word,curriculum_version,master_word,cefr,freq_rank,freq_grade,meaning_ko,match_type
2226,cabin,2015,Cabin,A2,2500,중빈도,"오두막, 객실",exact
2227,cable,2015,Cable,A2,1649,고빈도,"케이블, 전선",exact
2228,cage,2015,Cage,A1,2800,중빈도,"새장, 우리",exact
2229,calculate,2015,Calculate,B1,2391,중빈도,계산하다,exact
2230,calendar,2015,Calendar,A1,800,고빈도,달력,exact
2231,call,2015,Call,A1,355,고빈도,"부르다, 전화하다",exact
2232,calm,2015,Calm,A2,6792,고빈도,진정시키다,exact
2233,can,2015,Can,A1,25,고빈도,"할 수 있다, 통조림",exact
2234,cancel,2015,Cancel,A2,2418,고빈도,취소하다,exact
2235,cancer,2015,Cancer,B1,1602,중빈도,암,exact
2236,candidate,2015,Candidate,B1,6000,중빈도,"후보자, 지원자",exact
2237,candy,2015,Candy,A1,2000,고빈도,"사탕, 과자",exact
2238,canvas,2015,Canvas,A2,3800,중빈도,캔버스,exact
2239,cap,2015,Cap,A1,800,고빈도,"모자, 뚜껑",exact
2240,capable,2015,Capable,A2,1597,고빈도,"유능한, ~할 수 있는",exact
2241,cape,2015,Cape,A2,4800,중빈도,"망토, 곶",exact
2242,capital,2015,Capital,A2,900,고빈도,"수도, 자본",exact
2243,captain,2015,Captain,A1,1500,중빈도,"선장, 주장, 대위",exact
2244,caption,2015,Caption,B1,3200,중빈도,"캡션, 자막",exact
2245,capture,2015,Capture,B1,3792,고빈도,포착하다,exact
2246,car,2015,Car,A1,150,고빈도,자동차,exact
2247,care,2015,Care,A1,3619,최고빈도,돌보다,exact
2248,career,2015,Career,A2,800,고빈도,"직업, 경력",exact
2249,carrot,2015,Carrot,A1,1500,고빈도,당근,exact
2250,carry,2015,Carry,A1,2774,고빈도,나르다,exact
2251,cart,2015,Cart,A1,2500,중빈도,"카트, 손수레",exact
2252,carve,2015,Carve,B1,2352,중빈도,조각하다,exact
2253,case,2015,Case,A2,300,고빈도,"경우, 사례, 상자",exact
2254,cash,2015,Cash,A1,800,고빈도,현금,exact
2255,cast,2015,Cast,A2,3800,중빈도,던지다|배역을 맡기다|주조하다,exact
2256,castle,2015,Castle,A1,2500,고빈도,성,exact
2257,casual,2015,Casual,A2,4200,중빈도,편안한|평상시의|무심한,exact
2258,cat,2015,Cat,A1,500,고빈도,고양이,exact
2259,catch,2015,Catch,A1,2830,고빈도,잡다,exact
2260,category,2015,Category,B1,800,고빈도,"범주, 종류",exact
2261,cater,2015,Cater,C1,4122,중빈도,음식제공하다,exact
2262,cathedral,2015,Cathedral,A2,4800,중빈도,대성당,exact
2263,cattle,2015,Cattle,A2,1652,고빈도,"소, 가축",exact
2264,causal,2015,Causal,B2,4567,중빈도,"인과 관계의, 원인의",exact
2265,cause,2015,Cause,A2,2993,고빈도,야기하다,exact
2266,caution,2015,Caution,A2,2345,중빈도,"주의, 경고",exact
2267,cave,2015,Cave,A1,789,고빈도,동굴,exact
2268,cease,2015,Cease,B1,1855,중빈도,중단하다,exact
2269,ceiling,2015,Ceiling,A1,850,고빈도,천장,exact
2270,celebrate,2015,Celebrate,A2,4950,고빈도,축하하다,exact
2271,celebrity,2015,Celebrity,A2,1500,중빈도,"유명인, 명사",exact
2272,cell,2015,Cell,A2,900,고빈도,"세포, 감방",exact
2273,censor,2015,Censor,B2,4500,중빈도,검열하다,exact
2274,century,2015,Century,A2,2500,중빈도,세기|100년,exact
2275,certain,2015,Certain,A2,400,고빈도,"확실한, 특정한",exact
2276,certificate,2015,Certificate,A2,2800,중빈도,"증명서, 자격증",exact
2277,chain,2015,Chain,A1,900,고빈도,"사슬, 체인",exact
2278,chair,2015,Chair,A1,200,고빈도,의자,exact
2279,chairman,2015,Chairman,B1,1614,중빈도,"의장, 회장",exact
2280,challenge,2015,Challenge,A2,3750,고빈도,도전하다,exact
2281,chamber,2015,Chamber,B1,2500,중빈도,"방, 회의실, (특정 목적의) 단체",exact
2282,chance,2015,Chance,A1,500,고빈도,"기회, 가능성, 운",exact
1833,change,2015,Change,A1,2905,최고빈도,바꾸다,exact
2283,chaos,2015,Chaos,B1,2500,중빈도,"혼돈, 무질서",exact
2284,character,2015,Character,A2,300,고빈도,"성격, 등장인물, 글자",exact
2285,characteristic,2015,Characteristic,B1,1800,중빈도,"특징, 특성",exact
2286,charge,2015,Charge,A2,2378,고빈도,충전하다,exact
2287,charity,2015,Charity,A2,2500,중빈도,"자선 (단체), 자비심",exact
2288,charm,2015,Charm,A2,2000,중빈도,"매력, 부적",exact
2289,chase,2015,Chase,A2,3744,고빈도,쫓다,exact
2290,chat,2015,Chat,A2,6074,고빈도,수다 떨다,exact
2291,cheap,2015,Cheap,A1,800,고빈도,"싼, 저렴한",exact
2292,cheek,2015,Cheek,A1,2800,중빈도,뺨,exact
2293,cheer,2015,Cheer,A1,1902,고빈도,응원하다,exact
2294,chef,2015,Chef,A1,2500,중빈도,"요리사, 주방장",exact
2295,chemical,2015,Chemical,B1,2000,중빈도,"화학 물질, 화학 제품",exact
2296,chemistry,2015,Chemistry,A2,1500,중빈도,화학,exact
2297,chest,2015,Chest,A1,1626,고빈도,"가슴, 상자",exact
2298,chew,2015,Chew,A1,1927,고빈도,씹다,exact
2299,chief,2015,Chief,B1,2000,중빈도,"최고 책임자, 우두머리",exact
2300,child,2015,Child,A1,200,고빈도,"아이, 어린이",exact
2301,chill,2015,Chill,A2,2032,고빈도,"냉기, 오한",exact
2302,chin,2015,,,,,,none
2303,chip,2015,,,,,,none
2304,choir,2015,,,,,,none
2305,choose,2015,Choose,A1,2717,고빈도,선택하다,exact
2306,chop,2015,Chop,A1,1980,고빈도,자르다,exact
2307,chorus,2015,Chorus,A2,3800,중빈도,"합창단, 합창",exact
2308,chronic,2015,chronic,B2,8680,중빈도,"만성적인, 고질적인",exact
2309,church,2015,Church,A1,800,고빈도,교회,exact
2310,cigarette,2015,Cigarette,A2,3500,중빈도,담배,exact
2311,cinema,2015,Cinema,A1,800,고빈도,"영화관, 영화",exact
2312,circle,2015,Circle,A1,1564,고빈도,"원, 동그라미",exact
2313,circulate,2015,circulate,B2,8681,중빈도,"순환하다, 유포하다",exact
2314,circumstance,2015,Circumstance,B1,1800,중빈도,"상황, 환경",exact
2315,cite,2015,Cite,B2,3198,저빈도,인용하다,exact
2316,citizen,2015,Citizen,A2,1200,고빈도,"시민, 국민",exact
2317,city,2015,City,A1,150,고빈도,도시,exact
2318,civil,2015,Civil,B1,1200,중빈도,"시민의, 민간의; 예의 바른",exact
2319,claim,2015,Claim,B1,2668,중빈도,주장하다,exact
2320,clap,2015,Clap,B1,4929,중빈도,박수치다,exact
2321,clarify,2015,Clarify,B1,2421,중빈도,명확히 하다,exact
2322,clash,2015,Clash,B1,3200,중빈도,충돌하다|의견이 맞지 않다,exact
2323,class,2015,Class,A1,150,고빈도,수업|계층|등급,exact
2324,classic,2015,Classic,A2,2800,중빈도,고전적인|전형적인,exact
2325,classify,2015,Classify,B2,3017,저빈도,분류하다,exact
2326,classroom,2015,Classroom,A1,600,고빈도,교실,exact
2327,clause,2015,Clause,B2,3500,중빈도,절 (문법)|조항 (법률),exact
2328,clay,2015,Clay,A1,2500,중빈도,"찰흙, 점토",exact
2329,clean,2015,Clean,A1,2875,고빈도,청소하다,exact
2330,clear,2015,Clear,A2,4435,고빈도,치우다,exact
2331,clerk,2015,Clerk,A2,2800,중빈도,"사무원, 점원",exact
2332,clever,2015,Clever,A1,900,고빈도,"영리한, 똑똑한",exact
2333,client,2015,Client,B1,2500,중빈도,"고객, 의뢰인",exact
2334,cliff,2015,Cliff,A2,3000,중빈도,"절벽, 낭떠러지",exact
2335,climate,2015,Climate,A2,1500,중빈도,기후,exact
2336,climb,2015,Climb,A2,2839,고빈도,오르다,exact
2337,cling,2015,Cling,A2,1951,고빈도,매달리다,exact
2338,clinic,2015,Clinic,A2,2000,중빈도,"진료소, 클리닉",exact
2339,clip,2015,Clip,A2,2301,고빈도,자르다,exact
2340,clock,2015,Clock,A1,500,고빈도,시계,exact
1834,close,2015,Close,A1,2856,최고빈도,닫다,exact
2341,cloth,2015,Cloth,A1,1500,중빈도,"천, 직물",exact
2342,cloud,2015,Cloud,A1,234,고빈도,구름,exact
2343,club,2015,Club,A1,650,고빈도,"클럽, 동아리",exact
2344,clue,2015,Clue,A2,1800,중빈도,"단서, 실마리",exact
2345,cluster,2015,Cluster,B1,2003,중빈도,"무리, 집단",exact
2346,coach,2015,Coach,A1,1582,고빈도,"코치, 지도자",exact
2347,coal,2015,Coal,A2,2345,중빈도,석탄,exact
2348,coast,2015,Coast,A1,1634,고빈도,해안,exact
2349,code,2015,Code,B1,3897,고빈도,코딩하다,exact
2350,coin,2015,Coin,A1,700,고빈도,동전,exact
2351,coincide,2015,Coincide,B1,2060,중빈도,일치하다,exact
2352,cold,2015,Cold,A1,150,고빈도,"추운, 차가운, 감기",exact
2353,collaborate,2015,Collaborate,B1,2513,중빈도,협업하다,exact
2354,collapse,2015,Collapse,B1,1904,고빈도,붕괴하다,exact
2355,collar,2015,Collar,A1,1200,중빈도,"칼라, 깃",exact
2356,colleague,2015,Colleague,A2,1679,고빈도,동료,exact
2357,collect,2015,Collect,A1,1548,고빈도,"모으다, 수집하다",exact
2358,college,2015,College,A2,600,고빈도,대학,exact
2359,colony,2015,Colony,B1,2500,중빈도,"식민지, 집단, 군체",exact
2360,column,2015,Column,A2,1800,중빈도,"기둥, 칼럼",exact
2361,combat,2015,Combat,B1,1639,중빈도,전투,exact
2362,combine,2015,Combine,B1,2579,중빈도,결합하다,exact
2363,come,2015,Come,A1,70,고빈도,오다,exact
2364,comedy,2015,Comedy,A2,1500,중빈도,"희극, 코미디",exact
2365,comfort,2015,Comfort,A1,1531,고빈도,"편안함, 안락, 위안",exact
2366,command,2015,Command,B1,5148,중빈도,명령하다,exact
2367,commence,2015,Commence,B1,2095,중빈도,시작하다,exact
2368,comment,2015,Comment,B1,2970,중빈도,댓글 달다,exact
2369,commerce,2015,Commerce,B1,2500,저빈도,상업|무역,exact
2370,commission,2015,Commission,B1,1641,중빈도,"위원회, 수수료",exact
2371,commit,2015,Commit,B1,3217,중빈도,저지르다,exact
2372,committee,2015,Committee,B1,1800,저빈도,위원회,exact
2373,commodity,2015,commodity,B2,8687,중빈도,"상품, 물자",exact
2374,communicate,2015,Communicate,B1,2470,중빈도,소통하다,exact
2375,communist,2015,Communist,B2,3800,중빈도,"공산주의자, 공산당원",exact
2376,community,2015,Community,A2,300,고빈도,"지역 사회, 공동체",exact
2377,companion,2015,Companion,A2,1869,고빈도,동반자,exact
2378,company,2015,Company,A2,200,고빈도,"회사, 친구, 동행",exact
2379,compare,2015,Compare,A2,2710,고빈도,비교하다,exact
2380,compatible,2015,compatible,B2,8690,중빈도,"호환되는, 양립할 수 있는",exact
2381,compel,2015,Compel,B1,1978,중빈도,강요하다,exact
2382,compensate,2015,Compensate,B2,5798,중빈도,보상하다,exact
2383,compete,2015,Compete,B1,2511,중빈도,경쟁하다,exact
2384,competent,2015,competent,B2,8693,중빈도,"유능한, 능숙한",exact
2385,compile,2015,compile,B2,8557,중빈도,"편집하다, 수집하다",exact
2386,complain,2015,Complain,A2,3541,고빈도,불평하다,exact
2387,complement,2015,complement,B2,8694,중빈도,보완하다,exact
2388,complete,2015,Complete,A2,2556,고빈도,완료하다,exact
2389,complex,2015,Complex,B1,900,고빈도,복잡한,exact
2390,complicate,2015,Complicate,B1,2540,중빈도,복잡하게 하다,exact
2391,component,2015,Component,B1,2100,중빈도,"구성 요소, 부품",exact
2392,compose,2015,Compose,B1,2348,중빈도,작곡하다,exact
2393,compound,2015,Compound,B1,1751,중빈도,"화합물, 복합체",exact
2394,comprehensive,2015,Comprehensive,B2,3200,중빈도,"종합적인, 포괄적인",exact
2395,comprise,2015,Comprise,B1,1784,중빈도,구성하다,exact
2396,compromise,2015,Compromise,B1,1817,중빈도,타협,exact
2397,compulsory,2015,Compulsory,B1,4200,중빈도,"의무적인, 강제적인",exact
2398,conceal,2015,Conceal,B1,2027,중빈도,숨기다,exact
2399,conceive,2015,conceive,B2,8697,중빈도,"생각해내다, 임신하다",exact
2400,concentrate,2015,Concentrate,B1,3041,중빈도,집중하다,exact
2401,concept,2015,Concept,B1,800,고빈도,개념,exact
2402,concern,2015,Concern,A2,300,고빈도,"걱정, 우려, 관심사",exact
2403,concert,2015,Concert,A1,900,고빈도,"음악회, 콘서트",exact
2404,conclude,2015,Conclude,B1,3141,중빈도,결론짓다,exact
2405,concrete,2015,Concrete,A2,1664,고빈도,콘크리트,exact
2406,condemn,2015,Condemn,B1,2220,중빈도,비난하다,exact
2407,condition,2015,Condition,A2,500,고빈도,"상태, 조건",exact
2408,conduct,2015,Conduct,B1,1554,중빈도,"수행하다, 실시하다",exact
2409,confer,2015,Confer,B2,3500,중빈도,"협의하다, 수여하다",exact
2410,confess,2015,Confess,B1,1818,중빈도,"고백하다, 자백하다",exact
2411,confident,2015,Confident,A2,900,고빈도,"자신 있는, 확신하는",exact
2412,confine,2015,Confine,B1,1969,중빈도,"가두다, 제한하다",exact
2413,confirm,2015,Confirm,B1,2417,중빈도,확인하다,exact
2414,conflict,2015,Conflict,B1,700,고빈도,"갈등, 충돌",exact
2415,conform,2015,conform,B2,8701,중빈도,"순응하다, 따르다",exact
2416,confront,2015,Confront,B2,3749,중빈도,맞서다,exact
2417,confuse,2015,Confuse,A2,1803,고빈도,혼란시키다,exact
2418,congratulate,2015,Congratulate,B1,2442,중빈도,축하하다,exact
2419,congress,2015,Congress,B1,2200,중빈도,"의회, 국회",exact
2420,connect,2015,Connect,A2,2581,고빈도,연결하다,exact
2421,conscience,2015,conscience,B2,8703,중빈도,양심,exact
2422,conscious,2015,Conscious,B1,1800,고빈도,"의식적인, 자각하는",exact
2423,consensus,2015,consensus,B2,8704,중빈도,"합의, 여론",exact
2424,consent,2015,Consent,B1,1606,중빈도,"동의, 허락",exact
2425,conserve,2015,Conserve,C1,4115,중빈도,보전하다,exact
2426,consider,2015,Consider,A2,2630,고빈도,고려하다,exact
2427,consist,2015,Consist,B1,2793,중빈도,구성되다,exact
2428,consistent,2015,Consistent,B1,1800,중빈도,"일관된, 한결같은",exact
2429,constant,2015,Constant,A2,800,고빈도,"끊임없는, 일정한",exact
2430,constitute,2015,constitute,B2,8707,중빈도,"구성하다, ~이 되다",exact
2431,constrain,2015,constrain,B2,8708,중빈도,"제약하다, 강요하다",exact
2432,construct,2015,Construct,B1,3664,고빈도,건설하다,exact
2433,consult,2015,Consult,B2,4024,고빈도,상담하다,exact
2434,consume,2015,Consume,B2,3782,고빈도,소비하다,exact
2435,contact,2015,Contact,A2,2974,고빈도,연락하다,exact
2436,contain,2015,Contain,A2,2792,고빈도,포함하다,exact
2437,contemporary,2015,Contemporary,B1,2500,중빈도,"현대의, 동시대의",exact
2438,contend,2015,contend,B2,8710,중빈도,"다투다, 주장하다",exact
2439,content,2015,Content,A2,800,고빈도,"내용, 목차",exact
2440,contest,2015,Contest,B2,7432,중빈도,겨루다,exact
2441,context,2015,Context,B1,900,고빈도,"맥락, 문맥",exact
2442,continent,2015,Continent,A1,2800,중빈도,대륙,exact
2443,continue,2015,Continue,A2,2549,고빈도,계속하다,exact
2444,contract,2015,Contract,B2,3914,고빈도,계약하다,exact
2445,contradict,2015,contradict,B2,8572,중빈도,"모순되다, 반박하다",exact
2446,contrary,2015,Contrary,B1,2800,중빈도,"반대의, 정반대의",exact
2447,contrast,2015,Contrast,B2,2711,저빈도,대조하다,exact
2448,contribute,2015,Contribute,B1,2515,중빈도,기여하다,exact
2449,control,2015,Control,A2,2948,고빈도,통제하다,exact
2450,controversy,2015,Controversy,B1,1672,중빈도,논란,exact
2451,convenient,2015,Convenient,A2,1800,고빈도,편리한,exact
2452,convention,2015,Convention,B1,2200,중빈도,"관습, 협약, 대회",exact
2453,conversation,2015,Conversation,A1,500,고빈도,대화,exact
2454,convert,2015,Convert,B1,2543,중빈도,변환하다,exact
2455,convey,2015,Convey,B1,1776,중빈도,전달하다,exact
2456,convict,2015,Convict,B2,6875,저빈도,유죄 선고하다,exact
2457,convince,2015,Convince,B1,2431,중빈도,납득시키다,exact
2458,cook,2015,Cook,A1,2763,고빈도,요리하다,exact
2459,cool,2015,Cool,A2,3642,고빈도,식히다,exact
2460,cooperate,2015,Cooperate,B1,2512,중빈도,협력하다,exact
2461,coordinate,2015,Coordinate,B2,3348,중빈도,조정하다,exact
2462,cop,2015,Cop,A1,1500,고빈도,경찰관,exact
2463,cope,2015,Cope,B1,1662,고빈도,대처하다,exact
2464,copy,2015,Copy,A2,2373,고빈도,복사하다,exact
2465,copyright,2015,Copyright,B1,3100,중빈도,저작권,exact
2466,cord,2015,Cord,A2,2800,중빈도,"끈, 줄",exact
2467,core,2015,Core,B1,2023,고빈도,핵심의,exact
2468,corn,2015,Corn,A1,1526,고빈도,옥수수,exact
2469,corner,2015,Corner,A1,800,고빈도,"모퉁이, 구석",exact
2470,corporate,2015,Corporate,B1,2500,중빈도,"회사의, 법인의",exact
2471,correct,2015,Correct,A2,3865,최고빈도,고치다,exact
2472,correspond,2015,correspond,B2,8717,중빈도,"일치하다, 서신을 주고받다",exact
2473,corridor,2015,Corridor,A2,2200,중빈도,"복도, 회랑",exact
2474,corrupt,2015,Corrupt,B1,2031,중빈도,부패한,exact
2475,cost,2015,Cost,A2,2493,고빈도,비용이 들다,exact
2476,costume,2015,Costume,A2,1800,중빈도,"의상, 복장, 코스튬",exact
2477,cottage,2015,Cottage,A2,4200,중빈도,"오두막, 작은 집",exact
2478,cotton,2015,Cotton,A1,1800,고빈도,"면, 솜",exact
2479,couch,2015,Couch,A1,1500,고빈도,소파,exact
2480,cough,2015,Cough,A2,3465,고빈도,기침하다,exact
2481,could,2015,Could,A1,245,고빈도,"~할 수 있었다, ~할 수 있을까",exact
2482,council,2015,Council,B1,1200,고빈도,"의회, 협의회",exact
2483,counsel,2015,Counsel,C1,4026,중빈도,상담하다,exact
2484,count,2015,Count,A2,2395,고빈도,세다,exact
2485,counter,2015,Counter,B2,7504,중빈도,대응하다,exact
2486,counterpart,2015,counterpart,B2,8719,중빈도,"상대, 대응물",exact
2487,country,2015,Country,A1,150,고빈도,"나라, 국가, 시골",exact
2488,countryside,2015,Countryside,A2,3000,중빈도,"시골, 전원",exact
2489,county,2015,County,A2,2500,중빈도,군(郡),exact
2490,couple,2015,Couple,A2,300,고빈도,"커플, 부부, 두 사람",exact
2491,courage,2015,Courage,A2,2800,중빈도,"용기, 담력",exact
2492,cousin,2015,Cousin,A1,600,고빈도,사촌,exact
2493,cover,2015,Cover,A2,2588,고빈도,덮다,exact
2494,cow,2015,Cow,A1,800,고빈도,소,exact
2495,cowboy,2015,Cowboy,A1,1800,고빈도,카우보이,exact
2496,crack,2015,Crack,A1,1687,고빈도,"금, 틈",exact
2497,craft,2015,Craft,B2,4102,고빈도,공들여만들다,exact
2498,crash,2015,Crash,B1,3082,중빈도,충돌하다,exact
2499,crawl,2015,Crawl,A1,1807,고빈도,기어가다,exact
2500,crazy,2015,Crazy,A1,900,고빈도,미친|정신 나간|열광적인,exact
2501,create,2015,Create,A2,2860,고빈도,창조하다,exact
2502,creature,2015,Creature,A2,6000,중빈도,생물|동물,exact
2503,credible,2015,credible,B2,8720,중빈도,"믿을 만한, 신뢰할 수 있는",exact
2504,credit,2015,Credit,B1,5618,중빈도,입금하다,exact
2505,creek,2015,Creek,A2,7000,중빈도,개울|시내,exact
2506,creep,2015,Creep,B1,2248,중빈도,살금살금 움직이다,exact
2507,crew,2015,Crew,A2,900,고빈도,"승무원, (함께 일하는) 팀",exact
2508,cricket,2015,Cricket,A1,1800,고빈도,"크리켓, 귀뚜라미",exact
2509,crime,2015,Crime,B1,1200,중빈도,범죄,exact
2510,criminal,2015,Criminal,B1,1800,중빈도,범죄자,exact
2511,crisis,2015,Crisis,B1,1500,중빈도,위기,exact
2512,crisp,2015,Crisp,A2,3000,중빈도,"바삭한, 상쾌한",exact
2513,criteria,2015,Criteria,B1,2500,중빈도,"기준, 척도",exact
2514,critic,2015,Critic,B1,2000,중빈도,"비평가, 평론가",exact
2515,criticism,2015,Criticism,B1,2500,중빈도,"비판, 비난",exact
2516,crop,2015,Crop,A2,1200,고빈도,"농작물, 수확",exact
2517,cross,2015,Cross,A2,3739,고빈도,건너다,exact
2518,crowd,2015,Crowd,A1,800,고빈도,"군중, 사람들",exact
2519,crown,2015,Crown,A1,1673,고빈도,왕관,exact
2520,crucial,2015,Crucial,B1,1800,중빈도,"중대한, 결정적인",exact
2521,cruel,2015,Cruel,A2,2500,중빈도,"잔인한, 냉혹한",exact
2522,cruise,2015,Cruise,B2,4296,중빈도,순항하다,exact
